symbol,side,type,price,timestamp
AMZN,buy,limit,3170.71,1608917522
AAPL,sell,market,,1608917523
FB,sell,market,,1608917524
AAPL,sell,market,,1608917525
AMZN,sell,limit,3170.63,1608917525
GOOG,sell,market,,1608917526
GOOG,buy,market,,1608917526
GOOG,buy,market,,1608917527
TSLA,sell,market,,1608917527
GOOG,buy,limit,1732.53,1608917528
TSLA,sell,market,,1608917528
TSLA,buy,market,,1608917529
AMZN,sell,limit,3171.05,1608917529
AMZN,buy,market,,1608917530
FB,buy,limit,265.63,1608917530
AAPL,buy,market,,1608917530
TSLA,buy,market,,1608917530
AAPL,buy,market,,1608917531
AMZN,buy,market,3170.05,1608917531
FB,buy,market,,1608917532
FB,sell,market,,1608917533
AAPL,buy,market,,1608917533
FB,sell,limit,266.47,1608917533
AAPL,sell,market,,1608917533
AAPL,sell,market,,1608917533
AMZN,buy,market,,1608917533
AAPL,buy,market,,1608917534
AAPL,buy,limit,130.91,1608917535
FB,sell,market,,1608917536
TSLA,buy,market,,1608917536
AMZN,sell,limit,3170.64,1608917536
FB,sell,market,,1608917537
AAPL,sell,market,,1608917537
TSLA,sell,market,,1608917538
FB,buy,market,,1608917538
AMZN,buy,market,,1608917539
GOOG,buy,limit,1732.29,1608917539
TSLA,sell,market,,1608917539
TSLA,sell,limit,659.55,1608917540
TSLA,buy,market,,1608917540
FB,buy,limit,266.82,1608917541
GOOG,sell,market,,1608917542
AAPL,buy,limit,131.49,1608917542
AMZN,sell,limit,3171.37,1608917543
GOOG,sell,limit,1732.79,1608917543
FB,buy,market,,1608917544
TSLA,buy,limit,658.26,1608917545
TSLA,sell,limit,658.8,1608917545
AAPL,sell,market,,1608917546
AAPL,sell,limit,,1608917546
GOOG,sell,limit,1732.01,1608917546
AMZN,sell,market,,1608917546
TSLA,buy,market,,1608917547
GOOG,sell,market,,1608917548
TSLA,sell,limit,659.72,1608917548
AMZN,buy,limit,3170.59,1608917548
TSLA,sell,market,,1608917549
AAPL,buy,market,,1608917550
GOOG,sell,limit,1732.69,1608917550
GOOG,buy,limit,1733.86,1608917551
AAPL,buy,market,,1608917551
TSLA,buy,limit,659.63,1608917552
GOOG,sell,market,1733.21,1608917553
TSLA,sell,market,,1608917553
FB,sell,limit,265.97,1608917554
FB,sell,limit,266.51,1608917554
AMZN,buy,limit,3171.88,1608917555
FB,buy,market,,1608917556
AAPL,sell,market,131.14,1608917556
AMZN,buy,market,,1608917557
FB,sell,market,,1608917558
TSLA,sell,market,,1608917558
TSLA,buy,market,,1608917558
AAPL,buy,limit,131.52,1608917559
FB,buy,market,,1608917559
GOOG,sell,limit,1732.51,1608917560
FB,sell,market,,1608917561
AMZN,buy,market,,1608917562
AAPL,sell,market,,1608917562
TSLA,buy,limit,659.13,1608917562
AMZN,sell,limit,3170.73,1608917563
AAPL,buy,limit,131.08,1608917563
AAPL,buy,market,,1608917563
FB,sell,market,,1608917563
FB,buy,market,,1608917564
GOOG,sell,market,,1608917564
FB,sell,limit,266.97,1608917565
AAPL,sell,market,,1608917565
FB,buy,limit,265.85,1608917565
AMZN,buy,limit,3170.27,1608917566
AMZN,buy,market,,1608917567
FB,sell,market,,1608917567
TSLA,buy,market,,1608917567
AAPL,buy,limit,130.6,1608917568
AMZN,sell,market,,1608917568
TSLA,buy,limit,659.84,1608917569
GOOG,buy,market,,1608917569
GOOG,sell,market,,1608917570
GOOG,sell,limit,1732.95,1608917571
FB,buy,market,,1608917572
FB,sell,market,,1608917573
GOOG,buy,limit,1733.22,1608917573
TSLA,buy,limit,658.68,1608917573
FB,buy,limit,266.18,1608917574
AMZN,buy,limit,3171.57,1608917574
FB,buy,market,,1608917575
AAPL,sell,limit,130.75,1608917576
AMZN,buy,limit,3170.6,1608917577
AMZN,buy,market,,1608917577
AMZN,buy,market,,1608917578
FB,sell,market,266.11,1608917578
GOOG,buy,market,,1608917578
GOOG,buy,limit,1733.52,1608917579
FB,buy,limit,266.37,1608917579
TSLA,sell,market,,1608917580
GOOG,sell,limit,1733.37,1608917580
TSLA,buy,market,,1608917581
TSLA,buy,limit,658.21,1608917582
TSLA,sell,limit,658.13,1608917582
AMZN,sell,limit,3171.61,1608917583
GOOG,sell,limit,1733.68,1608917584
GOOG,sell,market,,1608917584
AMZN,sell,market,,1608917584
TSLA,buy,market,,1608917585
FB,buy,market,,1608917585
AMZN,buy,market,,1608917586
AMZN,sell,limit,3171.98,1608917586
TSLA,sell,market,,1608917587
FB,buy,limit,266.09,1608917588
FB,buy,limit,265.51,1608917588
TSLA,sell,limit,658.8,1608917589
FB,sell,limit,266.73,1608917590
FB,buy,limit,266.88,1608917590
AMZN,sell,market,,1608917590
GOOG,buy,limit,1733.05,1608917591
AAPL,buy,limit,130.77,1608917591
AAPL,buy,market,,1608917592
FB,buy,limit,265.19,1608917592
AMZN,sell,market,,1608917593
AAPL,sell,limit,130.83,1608917593
GOOG,sell,limit,1732.56,1608917594
AMZN,sell,market,,1608917594
AAPL,sell,limit,131.66,1608917595
GOOG,buy,limit,1732.64,1608917595
TSLA,sell,limit,658.12,1608917595
FB,sell,limit,266.11,1608917596
FB,buy,market,,1608917596
TSLA,buy,market,,1608917596
AMZN,buy,market,,1608917597
GOOG,buy,limit,1732.74,1608917597
AAPL,sell,market,130.51,1608917598
AMZN,sell,limit,3170.77,1608917598
FB,buy,market,,1608917599
TSLA,sell,limit,658.84,1608917600
FB,buy,market,,1608917600
AMZN,sell,limit,3171.35,1608917600
AAPL,sell,market,130.33,1608917600
AAPL,sell,limit,131.16,1608917600
GOOG,buy,market,,1608917601
AAPL,buy,market,,1608917602
TSLA,buy,market,,1608917602
FB,sell,limit,265.3,1608917602
FB,buy,market,265.5,1608917603
FB,sell,market,,1608917603
FB,sell,market,,1608917603
AAPL,buy,market,,1608917603
GOOG,sell,market,,1608917603
FB,buy,market,,1608917604
AMZN,sell,market,,1608917605
GOOG,sell,limit,1732.07,1608917606
AAPL,sell,market,,1608917606
GOOG,sell,market,,1608917607
FB,buy,market,,1608917607
AAPL,buy,limit,131.68,1608917607
AAPL,buy,market,,1608917608
FB,buy,limit,265.91,1608917609
AMZN,sell,market,,1608917609
AAPL,sell,market,,1608917610
AAPL,buy,limit,131.15,1608917610
AMZN,buy,limit,3171.29,1608917611
AAPL,buy,limit,131.03,1608917611
FB,buy,limit,266.95,1608917611
AMZN,buy,market,,1608917612
AAPL,sell,limit,130.16,1608917612
AAPL,sell,limit,131.87,1608917612
AMZN,buy,market,3171.24,1608917612
TSLA,sell,market,,1608917613
FB,buy,limit,,1608917613
AAPL,sell,market,,1608917614
TSLA,sell,limit,659.92,1608917614
FB,sell,market,,1608917615
TSLA,sell,limit,659.76,1608917615
GOOG,buy,market,,1608917616
TSLA,buy,limit,658.53,1608917617
AAPL,sell,limit,,1608917618
AMZN,buy,market,,1608917619
TSLA,buy,market,,1608917620
TSLA,buy,limit,658.88,1608917620
FB,buy,limit,266.95,1608917621
TSLA,buy,limit,658.44,1608917622
AMZN,buy,market,,1608917622
AAPL,buy,limit,130.26,1608917623
AAPL,sell,limit,130.63,1608917623
GOOG,sell,limit,1733.69,1608917623
GOOG,sell,limit,1733.85,1608917624
AMZN,sell,market,,1608917625
AAPL,buy,limit,130.42,1608917626
FB,buy,market,,1608917626
AAPL,buy,market,,1608917626
AAPL,sell,limit,131.67,1608917627
AAPL,sell,limit,130.22,1608917628
AMZN,sell,limit,3171.08,1608917629
AAPL,buy,limit,130.5,1608917629
AMZN,sell,market,,1608917630
GOOG,sell,limit,1733.25,1608917631
FB,sell,limit,266.28,1608917632
AMZN,sell,limit,,1608917632
FB,sell,market,,1608917632
FB,sell,market,,1608917633
AAPL,sell,limit,130.02,1608917633
GOOG,buy,limit,1733.11,1608917633
AAPL,buy,limit,131.54,1608917634
TSLA,sell,market,,1608917635
GOOG,sell,limit,1733.59,1608917635
GOOG,buy,market,,1608917635
AAPL,buy,market,,1608917636
AAPL,sell,market,,1608917637
TSLA,sell,limit,659.42,1608917637
FB,sell,limit,265.63,1608917638
TSLA,sell,market,,1608917638
FB,buy,market,,1608917639
TSLA,sell,limit,658.25,1608917639
AAPL,sell,market,,1608917640
GOOG,buy,limit,1733.28,1608917641
TSLA,sell,market,,1608917641
TSLA,sell,market,,1608917641
TSLA,buy,limit,659.8,1608917642
FB,sell,market,,1608917643
AMZN,sell,limit,3171.16,1608917644
AMZN,buy,market,,1608917645
AAPL,buy,limit,130.38,1608917646
AMZN,sell,market,,1608917647
AMZN,buy,market,,1608917647
TSLA,buy,market,,1608917648
FB,sell,market,,1608917648
AMZN,buy,limit,3170.05,1608917649
TSLA,sell,limit,658.07,1608917649
AMZN,sell,market,,1608917649
GOOG,sell,market,,1608917650
FB,sell,limit,265.81,1608917651
AMZN,sell,limit,3171.86,1608917651
AAPL,buy,limit,131.59,1608917652
FB,sell,market,,1608917653
FB,buy,market,,1608917653
GOOG,sell,limit,1732.42,1608917654
AMZN,sell,limit,3171.99,1608917654
GOOG,sell,limit,1733.91,1608917655
FB,sell,limit,265.99,1608917655
AMZN,sell,limit,3171.02,1608917656
FB,sell,limit,266,1608917657
AMZN,buy,market,,1608917658
TSLA,sell,limit,658.21,1608917658
AMZN,sell,market,,1608917658
TSLA,sell,limit,658.2,1608917659
FB,buy,limit,266.77,1608917659
TSLA,buy,limit,658.69,1608917659
AAPL,sell,market,,1608917660
AMZN,buy,limit,3170.75,1608917661
AAPL,buy,market,,1608917662
TSLA,sell,market,,1608917662
FB,buy,limit,265.69,1608917662
AMZN,buy,market,,1608917662
FB,sell,limit,266.62,1608917663
AMZN,sell,market,,1608917663
AMZN,sell,limit,3171.97,1608917664
TSLA,buy,market,,1608917664
TSLA,sell,market,,1608917665
AMZN,sell,market,3170.88,1608917665
AMZN,buy,limit,3171.29,1608917666
GOOG,buy,limit,1733.51,1608917667
GOOG,sell,limit,1732.59,1608917667
TSLA,sell,market,,1608917668
AAPL,sell,limit,130.2,1608917668
AMZN,sell,limit,3170.28,1608917668
AMZN,buy,market,,1608917669
FB,buy,market,,1608917670
TSLA,sell,limit,658.49,1608917670
AMZN,buy,market,,1608917670
FB,buy,limit,266.21,1608917671
AMZN,buy,limit,3170.43,1608917671
TSLA,buy,limit,659.09,1608917671
TSLA,buy,limit,659.46,1608917672
FB,sell,market,,1608917672
AAPL,sell,market,,1608917673
GOOG,buy,market,,1608917673
AMZN,buy,limit,3171.73,1608917673
TSLA,buy,market,,1608917673
AAPL,buy,limit,131.55,1608917674
TSLA,sell,market,,1608917674
FB,sell,limit,265.36,1608917674
AAPL,sell,limit,130.83,1608917675
AMZN,sell,market,,1608917676
AMZN,sell,market,,1608917676
AAPL,sell,market,,1608917677
AMZN,sell,market,,1608917677
AAPL,sell,limit,130.76,1608917677
AAPL,sell,market,130.09,1608917678
GOOG,sell,market,,1608917678
GOOG,buy,market,,1608917678
GOOG,buy,market,,1608917679
TSLA,buy,market,,1608917680
GOOG,buy,market,,1608917681
AMZN,buy,market,,1608917682
AAPL,buy,market,,1608917682
AAPL,buy,limit,131.38,1608917682
GOOG,sell,market,,1608917682
AAPL,buy,limit,130.82,1608917683
TSLA,buy,market,,1608917683
TSLA,buy,market,,1608917684
GOOG,sell,market,,1608917684
AAPL,buy,limit,130.08,1608917685
AMZN,sell,market,,1608917686
AAPL,buy,limit,,1608917686
GOOG,sell,limit,1732.7,1608917686
AAPL,sell,market,,1608917686
AMZN,buy,limit,3171.64,1608917687
FB,buy,limit,266.18,1608917687
AMZN,buy,market,,1608917688
AAPL,buy,limit,131.06,1608917689
TSLA,buy,market,,1608917690
FB,sell,limit,265.07,1608917690
AMZN,buy,limit,3170.71,1608917690
TSLA,sell,limit,658.34,1608917690
AAPL,buy,limit,131.7,1608917691
FB,sell,limit,266.14,1608917692
AMZN,sell,market,,1608917693
TSLA,buy,limit,659.56,1608917693
TSLA,sell,market,,1608917694
TSLA,sell,limit,658,1608917695
AMZN,buy,market,,1608917696
GOOG,buy,market,,1608917697
AMZN,buy,limit,3171.39,1608917697
TSLA,buy,limit,658.68,1608917698
GOOG,buy,limit,1732.8,1608917699
FB,sell,limit,265.6,1608917700
TSLA,sell,limit,658.16,1608917700
AAPL,buy,limit,131.24,1608917701
GOOG,buy,limit,1733.63,1608917701
AAPL,sell,limit,130.16,1608917702
AMZN,buy,limit,3171.08,1608917703
GOOG,buy,limit,1732.95,1608917703
AMZN,buy,market,,1608917704
AAPL,buy,market,,1608917704
AAPL,sell,market,131.57,1608917705
TSLA,sell,limit,659.06,1608917705
TSLA,sell,market,,1608917706
AMZN,sell,limit,3171.9,1608917706
AAPL,buy,market,,1608917707
AMZN,sell,limit,3171.95,1608917707
FB,sell,limit,265.19,1608917708
FB,buy,limit,265.8,1608917708
GOOG,sell,market,1733.75,1608917709
AMZN,sell,limit,3170.2,1608917709
FB,buy,limit,265.98,1608917710
FB,sell,market,,1608917710
FB,sell,market,,1608917711
FB,buy,limit,265.53,1608917711
TSLA,sell,market,,1608917711
AMZN,sell,limit,3170.21,1608917711
TSLA,sell,market,,1608917711
FB,sell,market,,1608917712
AAPL,sell,limit,131.66,1608917713
GOOG,sell,limit,1733.32,1608917713
AMZN,sell,market,,1608917714
FB,sell,market,,1608917714
TSLA,sell,market,,1608917715
AMZN,buy,limit,3170.03,1608917716
AAPL,sell,limit,131.64,1608917716
FB,buy,market,,1608917717
FB,sell,limit,265.78,1608917717
GOOG,buy,limit,1732.81,1608917718
TSLA,buy,limit,658.03,1608917718
AAPL,buy,market,,1608917718
AMZN,buy,limit,3170.51,1608917718
FB,buy,limit,266.46,1608917719
TSLA,buy,limit,658.55,1608917719
GOOG,sell,market,,1608917719
TSLA,sell,market,,1608917719
TSLA,sell,market,,1608917720
GOOG,sell,limit,1733.2,1608917720
AAPL,buy,limit,131.69,1608917721
FB,buy,market,,1608917722
FB,sell,market,,1608917723
TSLA,buy,limit,659.54,1608917723
AMZN,sell,market,,1608917724
AAPL,buy,limit,130.97,1608917725
AMZN,buy,market,,1608917725
AMZN,buy,market,,1608917726
AAPL,buy,market,,1608917726
TSLA,sell,market,658.55,1608917727
GOOG,sell,limit,1732.2,1608917728
GOOG,sell,limit,1732.04,1608917728
AAPL,buy,market,,1608917729
AMZN,sell,market,,1608917729
TSLA,buy,limit,659.01,1608917729
FB,buy,market,,1608917730
GOOG,buy,market,,1608917730
AAPL,sell,market,,1608917730
AMZN,sell,limit,3170.86,1608917730
GOOG,buy,limit,1732.38,1608917730
AAPL,sell,limit,130.52,1608917731
AAPL,buy,market,,1608917731
AAPL,sell,market,,1608917732
GOOG,buy,market,,1608917732
TSLA,sell,market,,1608917732
GOOG,buy,market,,1608917732
AMZN,sell,market,3171.36,1608917733
TSLA,sell,limit,658.76,1608917734
GOOG,buy,limit,1732.25,1608917735
FB,sell,limit,265.84,1608917736
AAPL,sell,limit,131.69,1608917736
GOOG,buy,limit,1733.33,1608917736
FB,buy,limit,265.14,1608917737
GOOG,sell,limit,1733.21,1608917738
TSLA,sell,limit,658.98,1608917738
TSLA,buy,limit,658.01,1608917738
FB,buy,market,,1608917739
GOOG,buy,limit,1732.21,1608917740
TSLA,buy,limit,658.05,1608917740
AMZN,sell,limit,3170.1,1608917740
FB,sell,market,,1608917741
GOOG,sell,market,,1608917742
TSLA,buy,limit,658.87,1608917742
AMZN,sell,limit,3170.34,1608917743
AAPL,sell,limit,130.92,1608917744
AMZN,buy,market,,1608917744
TSLA,buy,limit,659.94,1608917744
AAPL,buy,market,,1608917745
FB,buy,limit,265.79,1608917745
FB,sell,market,,1608917746
GOOG,buy,limit,1733.3,1608917747
GOOG,sell,limit,1732.16,1608917747
AMZN,sell,market,,1608917747
FB,sell,market,,1608917748
GOOG,sell,market,,1608917749
GOOG,buy,market,,1608917749
TSLA,sell,market,,1608917749
GOOG,buy,market,,1608917749
FB,sell,limit,266.8,1608917749
GOOG,sell,limit,1733.72,1608917749
GOOG,buy,limit,1733.42,1608917750
TSLA,sell,market,,1608917750
TSLA,buy,market,,1608917751
AAPL,buy,market,,1608917752
TSLA,sell,limit,659.21,1608917753
GOOG,buy,market,1733.98,1608917753
AAPL,sell,market,,1608917754
FB,buy,limit,,1608917755
TSLA,sell,market,,1608917755
TSLA,buy,market,,1608917756
GOOG,sell,limit,1733.16,1608917757
TSLA,sell,limit,658.95,1608917757
FB,sell,limit,266.8,1608917758
AMZN,buy,limit,3171.5,1608917759
AAPL,buy,limit,131.88,1608917760
AMZN,buy,limit,3171.39,1608917760
FB,buy,limit,266.99,1608917760
AMZN,buy,market,,1608917760
TSLA,sell,limit,659.14,1608917761
TSLA,buy,limit,659.69,1608917761
GOOG,buy,limit,1733.27,1608917762
GOOG,sell,limit,1732.9,1608917762
AAPL,buy,market,,1608917762
GOOG,sell,limit,1732.9,1608917762
AAPL,buy,limit,130.78,1608917763
AMZN,sell,market,,1608917763
AMZN,sell,market,,1608917763
FB,sell,limit,266.84,1608917764
AAPL,buy,market,,1608917764
AAPL,buy,market,,1608917765
TSLA,buy,market,,1608917765
GOOG,buy,limit,1733.95,1608917765
GOOG,sell,limit,1732.25,1608917766
GOOG,sell,market,,1608917767
AAPL,sell,market,,1608917767
FB,sell,limit,265.76,1608917768
AAPL,sell,market,,1608917769
AMZN,buy,market,,1608917769
AMZN,buy,limit,3170.14,1608917770
AMZN,sell,limit,3171.15,1608917770
AAPL,sell,limit,131.89,1608917770
AMZN,buy,market,,1608917771
AAPL,buy,market,,1608917771
TSLA,buy,limit,659.97,1608917771
GOOG,buy,market,,1608917772
FB,buy,limit,265.4,1608917772
AAPL,sell,market,,1608917772
TSLA,buy,market,,1608917773
TSLA,sell,limit,659.58,1608917773
FB,sell,market,265.46,1608917773
AMZN,sell,market,,1608917774
GOOG,buy,limit,1732.06,1608917775
FB,buy,market,,1608917776
AMZN,buy,limit,3170.48,1608917776
FB,buy,limit,266.45,1608917776
FB,sell,market,265.69,1608917777
AAPL,sell,limit,130.94,1608917778
AAPL,sell,market,,1608917778
GOOG,buy,market,1732.78,1608917778
AAPL,sell,market,,1608917779
AAPL,buy,limit,130.51,1608917779
FB,buy,limit,265.83,1608917780
TSLA,sell,market,,1608917780
TSLA,sell,limit,659.22,1608917781
FB,sell,limit,,1608917781
GOOG,buy,market,,1608917781
TSLA,sell,market,,1608917782
AMZN,sell,market,,1608917783
GOOG,sell,limit,1732.54,1608917783
AAPL,buy,limit,130.94,1608917783
AAPL,sell,limit,131.92,1608917783
AAPL,buy,limit,130.83,1608917783
AMZN,sell,market,,1608917784
AMZN,buy,limit,3170.17,1608917784
AMZN,buy,market,,1608917784
AMZN,buy,market,,1608917785
AMZN,sell,limit,3170.27,1608917785
GOOG,sell,limit,1732.97,1608917786
FB,buy,limit,265.08,1608917787
FB,sell,limit,265.69,1608917787
TSLA,sell,market,,1608917787
GOOG,buy,market,,1608917787
GOOG,buy,market,,1608917788
TSLA,sell,limit,659.01,1608917788
FB,buy,limit,266.94,1608917789
FB,sell,market,,1608917790
GOOG,buy,market,1732.13,1608917790
GOOG,buy,limit,1732.92,1608917790
GOOG,sell,market,,1608917791
AAPL,buy,limit,131.8,1608917791
AAPL,buy,market,,1608917792
AMZN,buy,limit,3171.17,1608917792
FB,sell,market,,1608917792
AAPL,sell,limit,130.5,1608917793
AMZN,sell,market,,1608917793
TSLA,buy,market,,1608917794
GOOG,buy,market,1732.93,1608917794
FB,buy,limit,265.59,1608917795
TSLA,buy,market,,1608917795
GOOG,sell,limit,1732.12,1608917796
AMZN,buy,market,,1608917797
AMZN,sell,market,,1608917797
